nct_id,titulo,estado,fase,todas_fases,tipo,sponsor,condicion,todas_condiciones,fecha_inicio,año_inicio
NCT05378529,A Cross-sectional Study of Lipoprotein(a) Levels in Patients With Documented History of Atherosclerotic Cardiovascular Disease (ASCVD),COMPLETED,NA,NA,INTERVENTIONAL,Amgen,Atherosclerotic Cardiovascular Disease,Atherosclerotic Cardiovascular Disease,2022-04-19,2022.0
NCT04644575,Long-term Safety and Efficacy of Efanesoctocog Alfa (BIVV001) in Previously Treated Patients With Hemophilia A,ACTIVE_NOT_RECRUITING,PHASE3,PHASE3,INTERVENTIONAL,"Bioverativ, a Sanofi company",Hemophilia A,Hemophilia A,2021-02-23,2021.0
NCT00717457,"A Study of Taspoglutide Versus Exenatide for the Treatment of Patients With Type 2 Diabetes Mellitus Inadequately Controlled With Metformin, Thiazolidinedione or a Combination of Both.",COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Hoffmann-La Roche,Diabetes Mellitus Type 2,Diabetes Mellitus Type 2,2008-07,2008.0
NCT01082757,Prevalence of the Mutational Status of V-Ki-ras2 Kirsten Rat Sarcoma Viral Oncogene Homolog (KRAS) in Metastatic Colorectal Cancer (mCRC) in Argentine Patients,COMPLETED,NO APLICA,NO APLICA,OBSERVATIONAL,"Merck KGaA, Darmstadt, Germany",Colorectal Neoplasms,Colorectal Neoplasms,2009-06,2009.0
NCT01846234,Sodium Intake in Multiple Sclerosis,COMPLETED,NO APLICA,NO APLICA,OBSERVATIONAL,Fundación para la Lucha contra las Enfermedades Neurológicas de la Infancia,Multiple Sclerosis,Multiple Sclerosis,2010-11,2010.0
NCT01921205,Study to Investigate Lacosamide as Add-on Therapy in Subjects ≥4 Years to <17 Years of Age With Partial Onset Seizures,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,UCB Pharma,Epilepsy,Epilepsy,2013-08-29,2013.0
NCT02158936,"A Study of Eltrombopag or Placebo in Combination With Azacitidine in Subjects With International Prognostic Scoring System (IPSS) Intermediate-1, Intermediate-2 or High-risk Myelodysplastic Syndromes (MDS)",TERMINATED,PHASE3,PHASE3,INTERVENTIONAL,Novartis Pharmaceuticals,Thrombocytopaenia,Thrombocytopaenia,2014-06-10,2014.0
NCT02008344,Phase 3 Efficacy and Safety Study of Favipiravir for Treatment of Uncomplicated Influenza in Adults,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,"MDVI, LLC",Influenza,Influenza,2013-12,2013.0
NCT00103506,Study of DOXIL/CAELYX (Pegylated Liposomal Doxorubicin) and VELCADE (Bortezomib) or VELCADE Monotherapy for the Treatment of Relapsed Multiple Myeloma,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,"Janssen Research & Development, LLC",Multiple Myeloma,Multiple Myeloma,2004-12,2004.0
NCT00269048,SB-480848 In Subjects With Coronary Heart Disease,COMPLETED,PHASE2,PHASE2,INTERVENTIONAL,GlaxoSmithKline,Atherosclerosis,Atherosclerosis,2005-11,2005.0
NCT05127148,RWE of Pediatric-like Protocol for AYA Patients With Ph-negative ALL,RECRUITING,NO APLICA,NO APLICA,OBSERVATIONAL,Grupo Argentino de Tratamiento de la Leucemia Aguda,"Acute Lymphoblastic Leukemia, Adult","Acute Lymphoblastic Leukemia, Adult",2021-03-01,2021.0
NCT02555371,Cessation Versus Continuation of Long-term Mepolizumab in Severe Eosinophilic Asthma Patients,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,GlaxoSmithKline,Asthma,Asthma,2016-01-07,2016.0
NCT06840964,Effect of Omega 3 in Hypertensive Patients,COMPLETED,NA,NA,INTERVENTIONAL,"Santa Maria de la Salud, Argentina",Hypertension,Hypertension; Dyslipidemia,2023-03-23,2023.0
NCT00645099,A 6 Month Study to Compare the Metabolic Effects of Paliperidone ER and Olanzapine in Patients With Schizophrenia,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Janssen-Cilag International NV,Schizophrenia,Schizophrenia,2007-10,2007.0
NCT00697112,Study Evaluating The Use Of Sirolimus In Recipients Of Kidney Allografts From Expanded Criteria Donors (ECD),COMPLETED,NO APLICA,NO APLICA,OBSERVATIONAL,Pfizer,Renal Transplantation,Renal Transplantation,2008-05,2008.0
NCT00565812,"A Long-Term, Placebo-Controlled X-Ray Study Investigating the Safety and Efficacy of SD-6010 in Subjects With Osteoarthritis of the Knee",COMPLETED,PHASE2,PHASE2,INTERVENTIONAL,Pfizer,Osteoarthritis,Osteoarthritis,2007-11,2007.0
NCT02106832,Ciprofloxacin Dry Powder for Inhalation (DPI) in Non-cystic Fibrosis Bronchiectasis (Non-CF BE),COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Bayer,Bronchiectasis,Bronchiectasis,2014-04-30,2014.0
NCT02973945,High Flow Nasal Cannula and Aerobic Capacity Training,UNKNOWN,NA,NA,INTERVENTIONAL,Hospital Italiano de Buenos Aires,COPD,COPD,2017-07-01,2017.0
NCT03368495,"Immunogenicity of Co-administered Yellow Fever and Measles, Mumps, and Rubella (MMR) Vaccines",COMPLETED,PHASE4,PHASE4,INTERVENTIONAL,Alba Maria Ropero,Vaccine Response Impaired,Vaccine Response Impaired,2015-11-23,2015.0
NCT00679939,Study In Postmenopausal Women With Type 2 Diabetes Looking At Approved Diabetes Drugs And How They Affect Bone Health,COMPLETED,PHASE4,PHASE4,INTERVENTIONAL,GlaxoSmithKline,"Diabetes Mellitus, Type 2","Diabetes Mellitus, Type 2",2008-04-21,2008.0
NCT00242775,"Comparison of the Efficacy/Safety of Symbicort® Turbuhaler®,Seretide™ Diskus™ 50/500 µg & Terbutaline Turbuhaler® 0.4 mg",COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,AstraZeneca,Asthma,Asthma,2005-05,2005.0
NCT05049200,Characteristics of Weaning From Mechanical Ventilation in COVID-19,COMPLETED,NO APLICA,NO APLICA,OBSERVATIONAL,Sanatorio Anchorena San Martin,"Respiration, Artificial","Respiration, Artificial; COVID-19",2020-04-01,2020.0
NCT01400867,Safety and Efficacy Study of Ceftaroline Versus a Comparator in Pediatric Subjects With Complicated Skin Infections,COMPLETED,PHASE2,PHASE2; PHASE3,INTERVENTIONAL,Forest Laboratories,"Infections, Pediatrics","Infections, Pediatrics",2011-12,2011.0
NCT00633893,Efficacy and Safety Study of Apixaban for Extended Treatment of Deep Vein Thrombosis or Pulmonary Embolism,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Bristol-Myers Squibb,Venous Thrombosis,Venous Thrombosis,2008-05,2008.0
NCT07137598,A Study to Assess the Efficacy and Safety of RO7790121 in Participants With Moderate to Severe Rheumatoid Arthritis Who Have Not Responded to or Who Cannot Tolerate Tumor Necrosis Factor (TNF) and/or Janus Kinase (JAK Inhibitors),RECRUITING,PHASE2,PHASE2,INTERVENTIONAL,Hoffmann-La Roche,Rheumatoid Arthritis,Rheumatoid Arthritis,2025-12-05,2025.0
NCT06932263,Dose Range Finding Study to Assess Efficacy and Safety of Tozorakimab in Adults With Uncontrolled Asthma on Medium-to-High Dose Inhaled Corticosteroids,RECRUITING,PHASE2,PHASE2,INTERVENTIONAL,AstraZeneca,Asthma,Asthma,2025-03-26,2025.0
NCT06132893,A Study to Determine if BHV-7000 is Effective and Safe in Adults With Refractory Focal Onset Epilepsy,RECRUITING,PHASE2,PHASE2; PHASE3,INTERVENTIONAL,Biohaven Therapeutics Ltd.,Focal Epilepsy,Focal Epilepsy,2024-03-14,2024.0
NCT01481116,Efficacy and Safety of TAK-875 Compared to Glimepiride When Used With Metformin in Participants With Type 2 Diabetes,TERMINATED,PHASE3,PHASE3,INTERVENTIONAL,Takeda,"Diabetes Mellitus, Type 2","Diabetes Mellitus, Type 2",2012-01,2012.0
NCT04897516,Shorter Benznidazole Regimens Compared to the Standard Regimen for Chagas Disease,RECRUITING,PHASE3,PHASE3,INTERVENTIONAL,Laboratorio Elea Phoenix S.A.,Chagas Disease,Chagas Disease,2021-07-28,2021.0
NCT03564184,Longitudinal Study of Music Therapy's Effectiveness for Premature Infants and Their Caregivers,COMPLETED,NA,NA,INTERVENTIONAL,NORCE Norwegian Research Centre AS,Preterm Birth,Preterm Birth,2018-08-25,2018.0
NCT03917849,Efficacy of Inertial Flywheel vs Heavy Slow Resistance Training Among Athletes With Patellar Tendinopathy,COMPLETED,NA,NA,INTERVENTIONAL,Universidad Nacional de Córdoba,Patellar Tendinitis,Patellar Tendinitis; Jumper's Knee,2018-01-02,2018.0
NCT00683878,Add-on to Thiazolidinedione (TZD) Failures,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,AstraZeneca,Type 2 Diabetes,Type 2 Diabetes,2008-07,2008.0
NCT04882878,A Study of Nipocalimab in Adult Participants With Active Systemic Lupus Erythematosus,COMPLETED,PHASE2,PHASE2,INTERVENTIONAL,"Janssen Research & Development, LLC",Systemic Lupus Erythematosus,Systemic Lupus Erythematosus,2021-08-20,2021.0
NCT01137578,Pediatric Catheter-related Thrombosis Imaging Study,COMPLETED,NA,NA,INTERVENTIONAL,Bristol-Myers Squibb,Thrombosis,Thrombosis,2011-02,2011.0
NCT05166135,Latin American Real-world Study in Acute Leukemia,COMPLETED,NO APLICA,NO APLICA,OBSERVATIONAL,Pfizer,Acute Myeloid Leukemia,Acute Myeloid Leukemia; Acute Lymphoid Leukemia,2021-12-10,2021.0
NCT04386135,"DESVELA. Personal Skills as Determinants of Morbidity, Lifestyles, Quality of Life, Use of Services and Mortality.",UNKNOWN,NO APLICA,NO APLICA,OBSERVATIONAL,Fundacio d'Investigacio en Atencio Primaria Jordi Gol i Gurina,General Population,"General Population; Health Knowledge, Attitudes, Practice; Empowerment; Health Care Utilization; Life Style; Self Efficacy; Activation, Patient; Locus of Control; Quality of Life",2021-06-12,2021.0
NCT03675308,A Study Comparing Risankizumab to Placebo in Participants With Active Psoriatic Arthritis (PsA) Who Have a History of Inadequate Response to or Intolerance to at Least One Disease Modifying Anti-Rheumatic Drug (DMARD) Therapy,ACTIVE_NOT_RECRUITING,PHASE3,PHASE3,INTERVENTIONAL,AbbVie,Psoriatic Arthritis,Psoriatic Arthritis,2019-03-25,2019.0
NCT00035425,Treatment of Neutropenic Patients With Fever Who Are Suspected to Have A Gram Positive Infection,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Pfizer,Febrile Neutropenia,Febrile Neutropenia,2001-11,2001.0
NCT04278417,Study of Efficacy and Safety of Brolucizumab Versus Panretinal Photocoagulation Laser in Patients With Proliferative Diabetic Retinopathy,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Novartis Pharmaceuticals,Proliferative Diabetic Retinopathy,Proliferative Diabetic Retinopathy,2020-11-19,2020.0
NCT00268216,Survival Of Subjects With Chronic Obstructive Pulmonary Disease (COPD),COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,GlaxoSmithKline,"Pulmonary Disease, Chronic Obstructive","Pulmonary Disease, Chronic Obstructive",2000-09,2000.0
NCT05073133,Safety and Efficacy of Intravenous OAV101 (AVXS-101) in Pediatric Patients With Spinal Muscular Atrophy (SMA) (OFELIA),COMPLETED,PHASE4,PHASE4,INTERVENTIONAL,Novartis Pharmaceuticals,"Muscular Atrophy, Spinal","Muscular Atrophy, Spinal",2021-11-04,2021.0
NCT00156078,A Study To Evaluate Pregabalin In Patients With Painful Diabetic Peripheral Neuropathy (DPN),COMPLETED,PHASE4,PHASE4,INTERVENTIONAL,Pfizer's Upjohn has merged with Mylan to form Viatris Inc.,"Diabetic Neuropathy, Painful","Diabetic Neuropathy, Painful",2005-01,2005.0
NCT06819878,A Study to Assess the Efficacy and Safety of Induction and Maintenance Therapy With Afimkibart (RO7790121) in Participants With Moderately to Severely Active Crohn's Disease,RECRUITING,PHASE3,PHASE3,INTERVENTIONAL,Hoffmann-La Roche,Moderately to Severely Active Crohns Disease,Moderately to Severely Active Crohns Disease,2025-03-17,2025.0
NCT01128335,"Efficacy, Safety, Tolerability, Pharmacokinetics of Sotrastaurin-tacrolimus vs. Mycophenolic Acid-tacrolimus in de Novo Liver Transplant Patients",COMPLETED,PHASE2,PHASE2,INTERVENTIONAL,Novartis Pharmaceuticals,Liver Transplantation,Liver Transplantation,2010-04,2010.0
NCT02157935,Comparing the Efficacy of Symbicort® pMDI and Formoterol Turbuhaler in Reducing Exacerbations in Patients With Cronic Obstructive Pulmonary Disease,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,AstraZeneca,COPD Patients,COPD Patients,2014-06-27,2014.0
NCT06629389,Clinical Trial with Cannabidiol (Kanbis®) for Parkinson Disease Symptoms,RECRUITING,PHASE2,PHASE2,INTERVENTIONAL,Laboratorio Elea Phoenix S.A.,Parkinson Disease,Parkinson Disease,2024-11-28,2024.0
NCT05810389,EVALUATION OF AN ALTERNATIVE TECHNIQUE FOR THE APPLICATION OF SODIUM FLUOROPHOSPHATE: A 2-YEARS DOUBLE-BLIND RCT,COMPLETED,PHASE4,PHASE4,INTERVENTIONAL,University of Buenos Aires,"Caries,Dental","Caries,Dental",2017-04-01,2017.0
NCT00239174,A Multicenter Study to Evaluate the Efficacy and Safety of of Four Doses of SR147778 in Obese Patients,COMPLETED,PHASE2,PHASE2,INTERVENTIONAL,Sanofi,Obesity,Obesity,2004-11,2004.0
NCT00175877,A Study of the Safety and Effectiveness of Lyophilized Certolizumab Pegol in the Treatment of Signs and Symptoms of Rheumatoid Arthritis and in Prevention of Joint Damage in Patients With Active Rheumatoid Arthritis,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,UCB Pharma,Rheumatoid Arthritis,Rheumatoid Arthritis,2005-06,2005.0
NCT04179032,Study of Subcutaneous (SC) Belimumab in Pediatric Participants With Systemic Lupus Erythematosus (SLE),ACTIVE_NOT_RECRUITING,PHASE2,PHASE2,INTERVENTIONAL,GlaxoSmithKline,Systemic Lupus Erythematosus,Systemic Lupus Erythematosus,2019-11-28,2019.0
NCT00808132,Study Evaluating The Effects Of Bazedoxifene/Conjugated Estrogens On Endometrial Safety And Postmenopausal Osteoporosis,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Pfizer,Menopause,Menopause; Osteoporosis,2009-01,2009.0
NCT00163098,"A Study of UK-369,003 on the Safety and Efficacy in Patients With COPD",COMPLETED,PHASE1,PHASE1; PHASE2,INTERVENTIONAL,Pfizer,"Pulmonary Disease, Chronic Obstructive","Pulmonary Disease, Chronic Obstructive",2004-12,2004.0
NCT07247487,Diet and Cardiometabolism in Rosario,RECRUITING,NO APLICA,NO APLICA,OBSERVATIONAL,Universidad del Centro Educativo Latinoamericano,Cardiovascular (CV) Risk,Cardiovascular (CV) Risk; Nutrition; Cardiometabolic Health Indicators,2025-12-01,2025.0
NCT04732221,A Study of the Efficacy and Safety of Frespaciguat (MK-5475) in Participants With Pulmonary Arterial Hypertension (INSIGNIA-PAH: Phase 2/3 Study of an Inhaled sGC Stimulator in PAH) (MK-5475-007),COMPLETED,PHASE2,PHASE2; PHASE3,INTERVENTIONAL,Merck Sharp & Dohme LLC,Pulmonary Arterial Hypertension,"Pulmonary Arterial Hypertension; Hypertension, Pulmonary",2021-05-19,2021.0
NCT04338321,"A Long-term Comparison of Esketamine Nasal Spray Versus Quetiapine Extended Release, Both in Combination With a Selective Serotonin Reuptake Inhibitor/Serotonin-Norepinephrine Reuptake Inhibitor, in Participants With Treatment Resistant Major Depressive Disorder",COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Janssen-Cilag International NV,"Depressive Disorder, Major","Depressive Disorder, Major",2020-08-21,2020.0
NCT01580384,A Non-Drug Study of The Suitability of Neurocognitive Tests And Functioning Scales For The Measurement of Cognitive And Functioning Changes in Individuals With Down Syndrome,COMPLETED,NO APLICA,NO APLICA,OBSERVATIONAL,Hoffmann-La Roche,Down Syndrome,Down Syndrome,2012-02,2012.0
NCT02500381,Study of SRP-4045 (Casimersen) and SRP-4053 (Golodirsen) in Participants With Duchenne Muscular Dystrophy (DMD),COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,"Sarepta Therapeutics, Inc.",Duchenne Muscular Dystrophy,Duchenne Muscular Dystrophy,2016-09-28,2016.0
NCT03242928,Study to Investigate Whether AFQ056 Reduces Cocaine Use in Patients Diagnosed With Cocaine Use Disorder (CUD),COMPLETED,PHASE2,PHASE2,INTERVENTIONAL,Novartis Pharmaceuticals,Cocaine-related Disorder,Cocaine-related Disorder,2017-12-04,2017.0
NCT00389207,Nevirapine or Atazanavir/Ritonavir Given With Emtricitabine/Tenofovir in Human Immunodeficiency Virus (HIV)-1-infected Treatment Naive Adults,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Boehringer Ingelheim,HIV Infections,HIV Infections,2006-10,2006.0
NCT00310544,Depiction of Delayed Enhancement in Patients With Documented Myocardial Infarction,COMPLETED,PHASE2,PHASE2,INTERVENTIONAL,Bayer,Myocardial Infarction,Myocardial Infarction,2006-03,2006.0
NCT00883493,Efficacy and Safety of Quetiapine Versus Quetiapine Plus Lithium in Bipolar Depression,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,AstraZeneca,Acute Bipolar Depression,Acute Bipolar Depression,2009-04,2009.0
NCT04822181,Research Study on Whether Semaglutide Works in People With Non-alcoholic Steatohepatitis (NASH),ACTIVE_NOT_RECRUITING,PHASE3,PHASE3,INTERVENTIONAL,Novo Nordisk A/S,Non-alcoholic Steatohepatitis,Non-alcoholic Steatohepatitis,2021-04-01,2021.0
NCT04777409,A Research Study Investigating Semaglutide in People With Early Alzheimer's Disease (EVOKE Plus),COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Novo Nordisk A/S,Early Alzheimer´s Disease,Early Alzheimer´s Disease,2021-05-18,2021.0
NCT06609798,Ultrasound Assessment During Weaning from Mechanical Ventilation,UNKNOWN,NO APLICA,NO APLICA,OBSERVATIONAL,Hospital Italiano de Buenos Aires,Ventilated Patients,Ventilated Patients; Weaning Invasive Mechanical Ventilation; ICU; Ultrasound,2024-06-10,2024.0
NCT01623206,Desmopressin (DDAVP) in Patients With Colorectal Cancer and Rectal Bleeding,COMPLETED,PHASE2,PHASE2,INTERVENTIONAL,Laboratorio Elea Phoenix S.A.,Colorectal Cancer,Colorectal Cancer; Rectal Bleeding,2013-04,2013.0
NCT04528706,A Clinical Study in Male Pediatric Patients With Cerebral X-linked Adrenoleukodystrophy (Cald) to Assess the Effects of MIN-102 Treatment on Disease Progression Prior to Human Stem Cell Transplant (HSCT),UNKNOWN,PHASE2,PHASE2,INTERVENTIONAL,"Minoryx Therapeutics, S.L.",Cerebral Adrenoleukodystrophy,Cerebral Adrenoleukodystrophy,2019-09-13,2019.0
NCT03460704,Trial in Non-cystic Fibrosis Bronchiectasis Patients With Chronic Lung Infections Treated With Colistimethate Sodium.,TERMINATED,PHASE3,PHASE3,INTERVENTIONAL,Zambon SpA,Non Cystic Fibrosis Bronchiectasis,Non Cystic Fibrosis Bronchiectasis,2018-01-29,2018.0
NCT04161898,A Study to Evaluate the Efficacy and Safety of Upadacitinib in Participants With Takayasu Arteritis (TAK),ACTIVE_NOT_RECRUITING,PHASE3,PHASE3,INTERVENTIONAL,AbbVie,Takayasu Arteritis (TAK),Takayasu Arteritis (TAK),2020-02-04,2020.0
NCT00451906,A Study of Avastin (Bevacizumab) in Combination With Platinum-Containing Chemotherapy in Patients With Advanced or Recurrent Non-Squamous Cell Lung Cancer.,COMPLETED,PHASE4,PHASE4,INTERVENTIONAL,Hoffmann-La Roche,Non-Squamous Non-Small Cell Lung Cancer,Non-Squamous Non-Small Cell Lung Cancer,2006-08,2006.0
NCT06223958,Study to Evaluate the Efficacy and Safety of Intravitreal OTX-TKI (Ocular Therapeutix) (Axitinib Implant) in Subjects With Neovascular Age-Related Macular Degeneration,ACTIVE_NOT_RECRUITING,PHASE3,PHASE3,INTERVENTIONAL,"Ocular Therapeutix, Inc.",Neovascular Age-Related Macular Degeneration,Neovascular Age-Related Macular Degeneration,2024-01-29,2024.0
NCT05727878,Trial to Evaluate Safety and Efficacy of KPI-012 Ophthalmic Solution in Participants With PCED,TERMINATED,PHASE2,PHASE2,INTERVENTIONAL,"Combangio, Inc",Persistent Corneal Epithelial Defect,Persistent Corneal Epithelial Defect,2023-02-07,2023.0
NCT01147640,Safety and Efficacy Study to Compare IV CXA 101/Tazobactam and Metronidazole With Meropenem in Complicated Intraabdominal Infections,COMPLETED,PHASE2,PHASE2,INTERVENTIONAL,"Cubist Pharmaceuticals LLC, a subsidiary of Merck & Co., Inc. (Rahway, New Jersey USA)",Complicated Intra-abdominal Infection,Complicated Intra-abdominal Infection,2010-06-25,2010.0
NCT03668054,Safety and Clinical Effectiveness of Intravitreal Bevacizumab (Lumiere®) in Patients With Wet Age-related Macular Degeneration (Wet AMD),COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Laboratorio Elea Phoenix S.A.,Age-Related Macular Degeneration,Age-Related Macular Degeneration,2017-02-07,2017.0
NCT00389675,DORADO-AC-EX - A Long-Term Safety Extension Study to the Phase 3 DORADOC-AC Study (Protocol DAR-312) of Darusentan in Resistant Hypertension,TERMINATED,PHASE3,PHASE3,INTERVENTIONAL,Gilead Sciences,Hypertension,Hypertension,2007-05,2007.0
NCT05110157,"Journey Study: Evaluate the Efficacy, Safety, and Tolerability of Valbenazine as Adjunctive Treatment for Schizophrenia",COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Neurocrine Biosciences,Schizophrenia,Schizophrenia,2021-11-29,2021.0
NCT02446912,Efficacy and Safety of Two Doses of Anifrolumab Compared to Placebo in Adult Subjects With Active Systemic Lupus Erythematosus,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,AstraZeneca,Active Systemic Lupus Erythematosus,Active Systemic Lupus Erythematosus,2015-06-09,2015.0
NCT00423319,Study of an Investigational Drug for the Prevention of Thrombosis-related Events Following Hip Replacement Surgery (ADVANCE-3),COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Bristol-Myers Squibb,Deep Vein Thrombosis,Deep Vein Thrombosis; Pulmonary Embolism,2007-03,2007.0
